x1,x2,y
0.07707559286089294,-0.4519509798535085,0
0.012936250963302975,-0.6658777111204364,0
2.157661401762323,0.43400982345010697,1
1.063318940178251,0.25185441529500513,1
0.46709281720116624,-1.4047915476103274,1
1.2485913851766957,1.1226782545637386,1
-1.6179115820626573,-0.09419457535083331,0
0.6525530513950017,-1.1109310952157205,0
2.897265595585239,1.188784114353874,1
0.8455811570429398,0.625675571596154,1
0.7747044860862691,-1.2645419919479142,0
1.3029412176064157,1.7771828402577243,1
1.6851657676457803,0.6587973683661927,1
-1.4972133621788457,-0.010196115625046132,0
-1.1505591299701297,1.5902188056217794,0
0.9313204201947611,0.15929778382964058,1
-0.0863642180872608,-0.02808307510403198,0
2.143227788441906,-0.660300116021989,1
0.3533081711262536,0.5818504393070786,1
-1.4279838092844297,0.4766029673239799,0
-0.6948153085283968,0.014680139889711287,0
-2.3246436215936335,-0.789986353867603,0
0.4424619089887961,0.12992985416607386,0
0.4927774600091782,-0.06979878576213788,0
0.23309101923991238,-1.333474318734201,1
1.8867669429327125,-1.4718123513241856,1
2.0183718201683627,0.5651533788097695,1
0.5125727343082775,-2.601888315051689,0
-1.648163034224542,0.20541052696125997,0
1.3790097385414843,-0.4780830577538245,1
1.3108962513594329,1.3082466068799101,1
1.0403307271726394,-0.49346820915387574,1
1.7796277242389273,0.659484214251896,1
-0.5813109061071442,-0.3969138412377916,0
2.909630924803653,0.11374815348614345,1
-0.3553705284560549,0.7368365309200512,1
1.52414521992094,-0.46255571632458015,1
-1.156082463854687,0.996554884498404,0
-0.32329115599705616,-0.9936978771064832,0
2.36800551139787,0.2945928425583791,1
0.413010194699065,0.9226397227878528,1
1.6239148656460778,0.6600374917903349,1
0.9606509275911707,1.9164448767354103,1
0.58454602839981,-0.7634393173106605,1
2.2002353574259588,-1.379149251348588,1
0.4396752928829096,-0.9943351084951194,0
-1.2588119183198179,0.660442566548437,0
-0.1835641011468757,0.4979229342693786,1
1.3063109015718637,0.10225665964741577,0
1.135060016998759,-1.12295704910713,1
-1.0237640752589823,0.7668672933290608,0
-0.0967767713490213,-1.2247047776505404,0
0.06010651587752869,1.1589495823768998,0
0.2979834464743524,2.857438423139865,0
-0.8135049474617067,0.3664511465715505,0
0.008791781068573479,0.5831081356577431,0
-0.10147153378548024,-0.4928597688955594,0
1.5486865857381114,-1.8102133210868163,1
1.5900334420892681,-0.6027193630302223,1
0.5396084961023023,-1.0928952410987494,1
0.2687562245421953,-1.4470045764150157,0
0.8539167432430247,1.7223599419956492,1
-0.19823261820113258,0.272862518025773,1
-0.5615152903841851,0.37968758061398367,1
-0.33424332981828875,-0.30902236519624954,0
0.001705519631397534,-0.17287108244343635,0
-0.5798211797714983,0.9645506822393334,0
0.8782655149691622,-0.03233711869521544,1
1.502687241162079,0.5306939380247327,1
